generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
BASN_landbasedwind_class3_moderate_6,BASN_landbasedwind_class3_moderate_6,LandbasedWind_Class3_Moderate,BASN,Wind,2030,0.00013134850454824391,-1.7180384394910302,0.0,4.120985853666266e-05,4.711644599130865,1.6635183595494616,35.45624318454838,0.3648475073493563,,
BASN_landbasedwind_class3_moderate_6,BASN_landbasedwind_class3_moderate_6,LandbasedWind_Class3_Moderate,BASN,Wind,2040,0.00023890942687435735,-3.1249353035165943,0.0,8.462578066812202e-05,9.06018686758846,3.2847865445759585,38.59219047683978,0.32316027798271874,,
BASN_landbasedwind_class3_moderate_6,BASN_landbasedwind_class3_moderate_6,LandbasedWind_Class3_Moderate,BASN,Wind,2050,0.0010825260134951508,-14.159440256516575,0.0,0.00036779416584510074,35.73873478961768,13.031933830109534,31.972652787771263,0.3369154136473837,,
BASN_landbasedwind_class3_moderate_7,BASN_landbasedwind_class3_moderate_7,LandbasedWind_Class3_Moderate,BASN,Wind,2030,0.0012662940477769417,-16.5631261449224,0.0,0.00029137725642340123,38.13776761756523,11.762025710043437,26.326165902154298,0.4974693066712092,,
BASN_landbasedwind_class3_moderate_7,BASN_landbasedwind_class3_moderate_7,LandbasedWind_Class3_Moderate,BASN,Wind,2040,4074.5687459946435,-53295359.19760994,0.0,936.6299997453955,109310842.02668281,34976574.96159953,22.3317026814479,0.4979674553250661,,
BASN_landbasedwind_class3_moderate_7,BASN_landbasedwind_class3_moderate_7,LandbasedWind_Class3_Moderate,BASN,Wind,2050,4074.5686846545955,-53295358.39528211,0.0,936.6299998241782,109310842.03840072,34976574.9642106,22.331703218065325,0.4979674477865964,,
BASN_landbasedwind_class3_moderate_8,BASN_landbasedwind_class3_moderate_8,LandbasedWind_Class3_Moderate,BASN,Wind,2030,9.740568164351006e-05,-1.2740663158971117,0.0,3.636871967751385e-05,3.6415861780209062,1.4680961072222016,39.37774372735017,0.3065798815415026,,
BASN_landbasedwind_class3_moderate_8,BASN_landbasedwind_class3_moderate_8,LandbasedWind_Class3_Moderate,BASN,Wind,2040,0.00012791719989462919,-1.6731569746217496,0.0,5.784804736013695e-05,5.488134158377673,2.270184956411068,47.57110181570263,0.2531206719358537,,
BASN_landbasedwind_class3_moderate_8,BASN_landbasedwind_class3_moderate_8,LandbasedWind_Class3_Moderate,BASN,Wind,2050,0.00035838333052481963,-4.687653963264642,0.0,0.00015660018579400105,13.390682591563017,5.669338318516303,40.10333551442714,0.26196477789439093,,
BASN_landbasedwind_class3_moderate_9,BASN_landbasedwind_class3_moderate_9,LandbasedWind_Class3_Moderate,BASN,Wind,2030,0.00017323421739080195,-2.2659035634716895,0.0,4.727646178519364e-05,6.288340318980662,1.9084089328829117,34.2359943533118,0.4194460288076799,,
