generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
BASN_geothermal_1,BASN_geothermal_1,Geothermal,BASN,Heat,2050,453.54966308148414,0.0,0.0,140.8,0.0,29441420.8,64.91333407673724,0.3687309297810621,,
BASN_hydrogen_ccavgcf_moderate_0,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen_CCAvgCF_Moderate,BASN,Hydrogen,2030,1.1787460916065563e-07,0.00023574921832131127,0.0,1.6488888221417028e-07,0.009590678668367809,0.0046168887019967676,122.53119388078362,0.08183070003959245,,
BASN_hydrogen_ccavgcf_moderate_0,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen_CCAvgCF_Moderate,BASN,Hydrogen,2040,1.813571432001599e-07,0.0003627142864003198,0.0,2.185865614502253e-07,0.012592649947191892,0.006120423720606308,105.18354897741739,0.09497265571912475,,
BASN_hydrogen_ccavgcf_moderate_0,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen_CCAvgCF_Moderate,BASN,Hydrogen,2050,4.0809026471320037e-07,0.0008161805294264007,0.0,5.342345349399087e-07,0.029494904732099,0.014958566978317447,110.93048806654984,0.08744030224061192,,
BASN_hydrogen_ctavgcf_moderate_0,BASN_hydrogen_ctavgcf_moderate_0,Hydrogen_CTAvgCF_Moderate,BASN,Hydrogen,2030,7.335661283138774e-08,0.00036678306415693874,0.0,1.8106088350579139e-07,0.008611812007077405,0.003802278553621619,174.22933163821463,0.046376931391823785,,
BASN_hydrogen_ctavgcf_moderate_0,BASN_hydrogen_ctavgcf_moderate_0,Hydrogen_CTAvgCF_Moderate,BASN,Hydrogen,2040,1.085715945094097e-07,0.0005428579725470485,0.0,2.4424535118850676e-07,0.011448682523785352,0.005129152374958643,157.69035122540475,0.050883536069737674,,
BASN_hydrogen_ctavgcf_moderate_0,BASN_hydrogen_ctavgcf_moderate_0,Hydrogen_CTAvgCF_Moderate,BASN,Hydrogen,2050,2.1637748012463693e-07,0.0010818874006231845,0.0,5.925115732029292e-07,0.026274542184515106,0.012442743037261512,183.9339870280162,0.04180253275494844,,
BASN_landbasedwind_class3_moderate_0,BASN_landbasedwind_class3_moderate_0,LandbasedWind_Class3_Moderate,BASN,Wind,2030,19973.032938798162,-261247270.83947998,0.0,5035.161999994045,539953914.5291271,203254384.4537596,24.13058795928706,0.45406491400001764,,
BASN_landbasedwind_class3_moderate_0,BASN_landbasedwind_class3_moderate_0,LandbasedWind_Class3_Moderate,BASN,Wind,2040,18318.883332812547,-239610993.99318808,0.0,5035.161999997424,539953914.5294613,203254384.4538854,27.490611509497505,0.4164596438894583,,
BASN_landbasedwind_class3_moderate_0,BASN_landbasedwind_class3_moderate_0,LandbasedWind_Class3_Moderate,BASN,Wind,2050,18318.88333037292,-239610993.96127778,0.0,5035.161999998485,539953914.52964,203254384.4539183,27.490611514912068,0.4164596438339082,,
BASN_landbasedwind_class3_moderate_1,BASN_landbasedwind_class3_moderate_1,LandbasedWind_Class3_Moderate,BASN,Wind,2030,3279.6074783863937,-42897265.81729403,0.0,953.7043440929489,90800759.65044075,38498183.25800007,26.34512747655322,0.39363660895508973,,
