,Race,Cluster,Pollutant,Exposure
2868,Black,FRCC_naturalgas_ctavgcf_moderate_0,SOx,1.6919913309724397e-11
2869,Black,FRCC_naturalgas_ctavgcf_moderate_0,VOC,1.5247062034530127e-11
2870,Black,FRCC_nuclear_1,NH3,0.0
2871,Black,FRCC_nuclear_1,NOx,0.0
2872,Black,FRCC_nuclear_1,PM2_5,0.0
2873,Black,FRCC_nuclear_1,SOx,0.0
2874,Black,FRCC_nuclear_1,VOC,0.0
2875,Black,FRCC_petroleum_liquids_1,NH3,2.5452928963554478e-11
2876,Black,FRCC_petroleum_liquids_1,NOx,5.330200524582633e-12
2877,Black,FRCC_petroleum_liquids_1,PM2_5,3.113226410701746e-11
2878,Black,FRCC_petroleum_liquids_1,SOx,2.8674588613173948e-12
2879,Black,FRCC_petroleum_liquids_1,VOC,9.112351705588934e-14
2880,Black,FRCC_solar_photovoltaic_1,NH3,0.0
2881,Black,FRCC_solar_photovoltaic_1,NOx,0.0
2882,Black,FRCC_solar_photovoltaic_1,PM2_5,0.0
2883,Black,FRCC_solar_photovoltaic_1,SOx,0.0
2884,Black,FRCC_solar_photovoltaic_1,VOC,0.0
2885,Black,ISNE_batteries_1,NH3,0.0
2886,Black,ISNE_batteries_1,NOx,0.0
2887,Black,ISNE_batteries_1,PM2_5,0.0
2888,Black,ISNE_batteries_1,SOx,0.0
2889,Black,ISNE_batteries_1,VOC,0.0
2890,Black,ISNE_biomass_1,NH3,2.5980061264396512e-12
2891,Black,ISNE_biomass_1,NOx,2.6632306434215434e-12
2892,Black,ISNE_biomass_1,PM2_5,6.631615585725619e-12
2893,Black,ISNE_biomass_1,SOx,9.508272730099564e-12
2894,Black,ISNE_biomass_1,VOC,1.4377777710604988e-13
2895,Black,ISNE_biomass_2,NH3,6.182103262305832e-12
2896,Black,ISNE_biomass_2,NOx,5.479971142391215e-12
2897,Black,ISNE_biomass_2,PM2_5,1.3865185933613479e-11
2898,Black,ISNE_biomass_2,SOx,1.7732924140801392e-11
2899,Black,ISNE_biomass_2,VOC,3.4587271055418975e-13
2900,Black,ISNE_conventional_hydroelectric_1,NH3,0.0
2901,Black,ISNE_conventional_hydroelectric_1,NOx,0.0
2902,Black,ISNE_conventional_hydroelectric_1,PM2_5,0.0
2903,Black,ISNE_conventional_hydroelectric_1,SOx,0.0
2904,Black,ISNE_conventional_hydroelectric_1,VOC,0.0
2905,Black,ISNE_conventional_steam_coal_1,NH3,2.140871911837362e-14
2906,Black,ISNE_conventional_steam_coal_1,NOx,1.1517900715107424e-11
2907,Black,ISNE_conventional_steam_coal_1,PM2_5,1.8851254863084088e-11
2908,Black,ISNE_conventional_steam_coal_1,SOx,6.089780775290505e-11
2909,Black,ISNE_conventional_steam_coal_1,VOC,2.1983690806687758e-13
2910,Black,ISNE_hydroelectric_pumped_storage_1,NH3,0.0
2911,Black,ISNE_hydroelectric_pumped_storage_1,NOx,0.0
2912,Black,ISNE_hydroelectric_pumped_storage_1,PM2_5,0.0
2913,Black,ISNE_hydroelectric_pumped_storage_1,SOx,0.0
2914,Black,ISNE_hydroelectric_pumped_storage_1,VOC,0.0
2915,Black,ISNE_natural_gas_fired_combined_cycle_1,NH3,1.8489196549039674e-11
2916,Black,ISNE_natural_gas_fired_combined_cycle_1,NOx,3.792150237973949e-11
2917,Black,ISNE_natural_gas_fired_combined_cycle_1,PM2_5,4.870472162048529e-11
2918,Black,ISNE_natural_gas_fired_combined_cycle_1,SOx,4.048025347721383e-12
2919,Black,ISNE_natural_gas_fired_combined_cycle_1,VOC,8.299149089946701e-13
2920,Black,ISNE_natural_gas_fired_combined_cycle_2,NH3,1.1273172887393686e-11
2921,Black,ISNE_natural_gas_fired_combined_cycle_2,NOx,2.6592647040796697e-12
2922,Black,ISNE_natural_gas_fired_combined_cycle_2,PM2_5,1.5741518304881868e-11
2923,Black,ISNE_natural_gas_fired_combined_cycle_2,SOx,3.217091973504972e-13
2924,Black,ISNE_natural_gas_fired_combined_cycle_2,VOC,2.527393196237193e-13
2925,Black,ISNE_natural_gas_fired_combustion_turbine_1,NH3,4.688454725998274e-11
2926,Black,ISNE_natural_gas_fired_combustion_turbine_1,NOx,1.8663907199507592e-11
2927,Black,ISNE_natural_gas_fired_combustion_turbine_1,PM2_5,9.117221443412539e-11
2928,Black,ISNE_natural_gas_fired_combustion_turbine_1,SOx,5.324022211940395e-13
2929,Black,ISNE_natural_gas_fired_combustion_turbine_1,VOC,7.700722859384751e-13
2930,Black,ISNE_natural_gas_fired_combustion_turbine_2,NH3,7.33258956819118e-12
2931,Black,ISNE_natural_gas_fired_combustion_turbine_2,NOx,3.1378271835673408e-12
2932,Black,ISNE_natural_gas_fired_combustion_turbine_2,PM2_5,1.3429769847821042e-11
2933,Black,ISNE_natural_gas_fired_combustion_turbine_2,SOx,3.098856185234196e-13
2934,Black,ISNE_natural_gas_fired_combustion_turbine_2,VOC,1.9639658107629017e-13
2935,Black,ISNE_natural_gas_internal_combustion_engine_1,NH3,0.0
2936,Black,ISNE_natural_gas_internal_combustion_engine_1,NOx,9.302895483688896e-11
2937,Black,ISNE_natural_gas_internal_combustion_engine_1,PM2_5,7.009188152592112e-10
2938,Black,ISNE_natural_gas_internal_combustion_engine_1,SOx,5.741572998690874e-12
2939,Black,ISNE_natural_gas_internal_combustion_engine_1,VOC,8.117960332743591e-12
2940,Black,ISNE_natural_gas_steam_turbine_1,NH3,7.027394825792033e-11
2941,Black,ISNE_natural_gas_steam_turbine_1,NOx,1.8352711939637981e-10
2942,Black,ISNE_natural_gas_steam_turbine_1,PM2_5,3.2172503228417207e-10
2943,Black,ISNE_natural_gas_steam_turbine_1,SOx,3.1316769654468363e-12
2944,Black,ISNE_natural_gas_steam_turbine_1,VOC,5.928360247102741e-12
2945,Black,ISNE_naturalgas_ccavgcf_moderate_0,NH3,3.860499327963334e-10
2946,Black,ISNE_naturalgas_ccavgcf_moderate_0,NOx,1.4193233162846624e-10
2947,Black,ISNE_naturalgas_ccavgcf_moderate_0,PM2_5,1.1373110252507162e-09
2948,Black,ISNE_naturalgas_ccavgcf_moderate_0,SOx,1.845822312269958e-11
2949,Black,ISNE_naturalgas_ccavgcf_moderate_0,VOC,1.1191551182705742e-11
2950,Black,ISNE_naturalgas_ctavgcf_moderate_0,NH3,1.5322684606605648e-09
2951,Black,ISNE_naturalgas_ctavgcf_moderate_0,NOx,4.6450321947085414e-10
2952,Black,ISNE_naturalgas_ctavgcf_moderate_0,PM2_5,8.5893921282135e-10
2953,Black,ISNE_naturalgas_ctavgcf_moderate_0,SOx,1.6919913309724397e-11
2954,Black,ISNE_naturalgas_ctavgcf_moderate_0,VOC,1.5247062034530127e-11
2955,Black,ISNE_nuclear_1,NH3,0.0
2956,Black,ISNE_nuclear_1,NOx,0.0
2957,Black,ISNE_nuclear_1,PM2_5,0.0
2958,Black,ISNE_nuclear_1,SOx,0.0
2959,Black,ISNE_nuclear_1,VOC,0.0
2960,Black,ISNE_offshore_wind_turbine_1,NH3,0.0
2961,Black,ISNE_offshore_wind_turbine_1,NOx,0.0
2962,Black,ISNE_offshore_wind_turbine_1,PM2_5,0.0
2963,Black,ISNE_offshore_wind_turbine_1,SOx,0.0
2964,Black,ISNE_offshore_wind_turbine_1,VOC,0.0
2965,Black,ISNE_onshore_wind_turbine_1,NH3,0.0
2966,Black,ISNE_onshore_wind_turbine_1,NOx,0.0
2967,Black,ISNE_onshore_wind_turbine_1,PM2_5,0.0
2968,Black,ISNE_onshore_wind_turbine_1,SOx,0.0
2969,Black,ISNE_onshore_wind_turbine_1,VOC,0.0
2970,Black,ISNE_petroleum_liquids_1,NH3,5.1799816899101494e-11
2971,Black,ISNE_petroleum_liquids_1,NOx,3.6988731529262084e-11
2972,Black,ISNE_petroleum_liquids_1,PM2_5,1.2374256849670967e-10
2973,Black,ISNE_petroleum_liquids_1,SOx,2.2170520773739067e-12
2974,Black,ISNE_petroleum_liquids_1,VOC,4.892942972197687e-13
2975,Black,ISNE_small_hydroelectric_1,NH3,0.0
2976,Black,ISNE_small_hydroelectric_1,NOx,0.0
2977,Black,ISNE_small_hydroelectric_1,PM2_5,0.0
2978,Black,ISNE_small_hydroelectric_1,SOx,0.0
2979,Black,ISNE_small_hydroelectric_1,VOC,0.0
2980,Black,ISNE_solar_photovoltaic_1,NH3,0.0
2981,Black,ISNE_solar_photovoltaic_1,NOx,0.0
2982,Black,ISNE_solar_photovoltaic_1,PM2_5,0.0
2983,Black,ISNE_solar_photovoltaic_1,SOx,0.0
2984,Black,ISNE_solar_photovoltaic_1,VOC,0.0
2985,Black,MISC_batteries_1,NH3,0.0
2986,Black,MISC_batteries_1,NOx,0.0
2987,Black,MISC_batteries_1,PM2_5,0.0
2988,Black,MISC_batteries_1,SOx,0.0
2989,Black,MISC_batteries_1,VOC,0.0
2990,Black,MISC_biomass_1,NH3,1.9690641137188215e-11
2991,Black,MISC_biomass_1,NOx,5.3340072396584316e-11
2992,Black,MISC_biomass_1,PM2_5,4.540716369943737e-11
2993,Black,MISC_biomass_1,SOx,1.0420869046904906e-10
2994,Black,MISC_biomass_1,VOC,1.135987715870104e-12
2995,Black,MISC_biomass_2,NH3,4.924967286959802e-11
2996,Black,MISC_biomass_2,NOx,1.0510278438913208e-10
2997,Black,MISC_biomass_2,PM2_5,1.5901998467212848e-10
2998,Black,MISC_biomass_2,SOx,1.12380828231389e-10
2999,Black,MISC_biomass_2,VOC,3.664558155284251e-12
3000,Black,MISC_conventional_hydroelectric_1,NH3,0.0
3001,Black,MISC_conventional_hydroelectric_1,NOx,0.0
3002,Black,MISC_conventional_hydroelectric_1,PM2_5,0.0
3003,Black,MISC_conventional_hydroelectric_1,SOx,0.0
3004,Black,MISC_conventional_hydroelectric_1,VOC,0.0
3005,Black,MISC_conventional_steam_coal_1,NH3,6.504810507740541e-13
3006,Black,MISC_conventional_steam_coal_1,NOx,1.0654586647906052e-10
3007,Black,MISC_conventional_steam_coal_1,PM2_5,3.598894374343534e-11
3008,Black,MISC_conventional_steam_coal_1,SOx,2.7157287589747965e-10
3009,Black,MISC_conventional_steam_coal_1,VOC,4.29542008805701e-13
3010,Black,MISC_conventional_steam_coal_2,NH3,5.696322263217077e-13
3011,Black,MISC_conventional_steam_coal_2,NOx,6.234845478031054e-11
3012,Black,MISC_conventional_steam_coal_2,PM2_5,2.1590892858325725e-11
3013,Black,MISC_conventional_steam_coal_2,SOx,2.4728014857041843e-10
3014,Black,MISC_conventional_steam_coal_2,VOC,2.726932280773032e-13
3015,Black,MISC_hydroelectric_pumped_storage_1,NH3,0.0
3016,Black,MISC_hydroelectric_pumped_storage_1,NOx,0.0
3017,Black,MISC_hydroelectric_pumped_storage_1,PM2_5,0.0
3018,Black,MISC_hydroelectric_pumped_storage_1,SOx,0.0
3019,Black,MISC_hydroelectric_pumped_storage_1,VOC,0.0
3020,Black,MISC_natural_gas_fired_combined_cycle_1,NH3,9.274484724801723e-12
3021,Black,MISC_natural_gas_fired_combined_cycle_1,NOx,4.698724222392081e-12
3022,Black,MISC_natural_gas_fired_combined_cycle_1,PM2_5,1.1179418533177108e-11
3023,Black,MISC_natural_gas_fired_combined_cycle_1,SOx,4.19320365108757e-13
3024,Black,MISC_natural_gas_fired_combined_cycle_1,VOC,2.364409021138713e-13
3025,Black,MISC_natural_gas_fired_combined_cycle_2,NH3,8.659281627050455e-12
3026,Black,MISC_natural_gas_fired_combined_cycle_2,NOx,8.311317686714736e-12
3027,Black,MISC_natural_gas_fired_combined_cycle_2,PM2_5,3.4142448480748754e-11
3028,Black,MISC_natural_gas_fired_combined_cycle_2,SOx,7.881760014234618e-13
3029,Black,MISC_natural_gas_fired_combined_cycle_2,VOC,2.749572126048732e-13
3030,Black,MISC_natural_gas_fired_combustion_turbine_1,NH3,1.3184753542585865e-11
3031,Black,MISC_natural_gas_fired_combustion_turbine_1,NOx,1.0138282593486848e-10
3032,Black,MISC_natural_gas_fired_combustion_turbine_1,PM2_5,2.0770205363333234e-11
3033,Black,MISC_natural_gas_fired_combustion_turbine_1,SOx,1.275887083575238e-12
3034,Black,MISC_natural_gas_fired_combustion_turbine_1,VOC,4.679943206516769e-13
3035,Black,MISC_natural_gas_fired_combustion_turbine_2,NH3,2.084260650516601e-11
3036,Black,MISC_natural_gas_fired_combustion_turbine_2,NOx,3.7068511433995295e-11
3037,Black,MISC_natural_gas_fired_combustion_turbine_2,PM2_5,4.090004619312833e-11
3038,Black,MISC_natural_gas_fired_combustion_turbine_2,SOx,6.703546510931697e-13
3039,Black,MISC_natural_gas_fired_combustion_turbine_2,VOC,7.524152694129709e-13
3040,Black,MISC_natural_gas_internal_combustion_engine_1,NH3,0.0
3041,Black,MISC_natural_gas_internal_combustion_engine_1,NOx,1.6967400151888533e-10
3042,Black,MISC_natural_gas_internal_combustion_engine_1,PM2_5,3.1334283332070645e-10
3043,Black,MISC_natural_gas_internal_combustion_engine_1,SOx,1.2157091517461273e-11
3044,Black,MISC_natural_gas_internal_combustion_engine_1,VOC,5.120798963520359e-12
3045,Black,MISC_natural_gas_steam_turbine_1,NH3,1.0784377660743127e-11
3046,Black,MISC_natural_gas_steam_turbine_1,NOx,1.133934448556803e-10
3047,Black,MISC_natural_gas_steam_turbine_1,PM2_5,4.7450158778356454e-11
3048,Black,MISC_natural_gas_steam_turbine_1,SOx,2.8528879632192182e-12
3049,Black,MISC_natural_gas_steam_turbine_1,VOC,1.9808547077645274e-12
3050,Black,MISC_naturalgas_ccavgcf_moderate_0,NH3,3.860499327963334e-10
3051,Black,MISC_naturalgas_ccavgcf_moderate_0,NOx,1.4193233162846624e-10
3052,Black,MISC_naturalgas_ccavgcf_moderate_0,PM2_5,1.1373110252507162e-09
3053,Black,MISC_naturalgas_ccavgcf_moderate_0,SOx,1.845822312269958e-11
3054,Black,MISC_naturalgas_ccavgcf_moderate_0,VOC,1.1191551182705742e-11
3055,Black,MISC_naturalgas_ccccsavgcf_conservative_0,NH3,4.3460966864857516e-10
3056,Black,MISC_naturalgas_ccccsavgcf_conservative_0,NOx,1.5978545570633893e-10
3057,Black,MISC_naturalgas_ccccsavgcf_conservative_0,PM2_5,1.2803690161589469e-09
3058,Black,MISC_naturalgas_ccccsavgcf_conservative_0,SOx,2.0780012219246543e-11
3059,Black,MISC_naturalgas_ccccsavgcf_conservative_0,VOC,1.259929349503423e-11
3060,Black,MISC_naturalgas_ctavgcf_moderate_0,NH3,1.5322684606605648e-09
3061,Black,MISC_naturalgas_ctavgcf_moderate_0,NOx,4.6450321947085414e-10
3062,Black,MISC_naturalgas_ctavgcf_moderate_0,PM2_5,8.5893921282135e-10
3063,Black,MISC_naturalgas_ctavgcf_moderate_0,SOx,1.6919913309724397e-11
3064,Black,MISC_naturalgas_ctavgcf_moderate_0,VOC,1.5247062034530127e-11
3065,Black,MISC_nuclear_1,NH3,0.0
3066,Black,MISC_nuclear_1,NOx,0.0
3067,Black,MISC_nuclear_1,PM2_5,0.0
3068,Black,MISC_nuclear_1,SOx,0.0
3069,Black,MISC_nuclear_1,VOC,0.0
3070,Black,MISC_onshore_wind_turbine_1,NH3,0.0
3071,Black,MISC_onshore_wind_turbine_1,NOx,0.0
3072,Black,MISC_onshore_wind_turbine_1,PM2_5,0.0
3073,Black,MISC_onshore_wind_turbine_1,SOx,0.0
3074,Black,MISC_onshore_wind_turbine_1,VOC,0.0
3075,Black,MISC_petroleum_liquids_1,NH3,2.753590217606323e-11
3076,Black,MISC_petroleum_liquids_1,NOx,2.0807973675658767e-11
3077,Black,MISC_petroleum_liquids_1,PM2_5,4.3981932415653834e-11
3078,Black,MISC_petroleum_liquids_1,SOx,3.408726887688757e-12
3079,Black,MISC_petroleum_liquids_1,VOC,9.771215802940101e-14
3080,Black,MISC_small_hydroelectric_1,NH3,0.0
3081,Black,MISC_small_hydroelectric_1,NOx,0.0
3082,Black,MISC_small_hydroelectric_1,PM2_5,0.0
3083,Black,MISC_small_hydroelectric_1,SOx,0.0
3084,Black,MISC_small_hydroelectric_1,VOC,0.0
3085,Black,MISC_solar_photovoltaic_1,NH3,0.0
3086,Black,MISC_solar_photovoltaic_1,NOx,0.0
3087,Black,MISC_solar_photovoltaic_1,PM2_5,0.0
3088,Black,MISC_solar_photovoltaic_1,SOx,0.0
3089,Black,MISC_solar_photovoltaic_1,VOC,0.0
3090,Black,MISE_batteries_1,NH3,0.0
3091,Black,MISE_batteries_1,NOx,0.0
3092,Black,MISE_batteries_1,PM2_5,0.0
3093,Black,MISE_batteries_1,SOx,0.0
3094,Black,MISE_batteries_1,VOC,0.0
3095,Black,MISE_biomass_1,NH3,3.7970184490146824e-11
3096,Black,MISE_biomass_1,NOx,4.3382520710192934e-11
3097,Black,MISE_biomass_1,PM2_5,9.236584115722263e-11
3098,Black,MISE_biomass_1,SOx,6.128834446489704e-11
3099,Black,MISE_biomass_1,VOC,1.5305474374893146e-12
3100,Black,MISE_biomass_2,NH3,9.096637222138197e-12
3101,Black,MISE_biomass_2,NOx,4.861445311863925e-11
3102,Black,MISE_biomass_2,PM2_5,3.435028894663596e-11
3103,Black,MISE_biomass_2,SOx,3.9592841564202435e-11
3104,Black,MISE_biomass_2,VOC,2.6455000722005712e-12
3105,Black,MISE_conventional_hydroelectric_1,NH3,0.0
3106,Black,MISE_conventional_hydroelectric_1,NOx,0.0
3107,Black,MISE_conventional_hydroelectric_1,PM2_5,0.0
3108,Black,MISE_conventional_hydroelectric_1,SOx,0.0
3109,Black,MISE_conventional_hydroelectric_1,VOC,0.0
3110,Black,MISE_conventional_steam_coal_1,NH3,3.246853410592979e-14
3111,Black,MISE_conventional_steam_coal_1,NOx,2.139975510519981e-11
3112,Black,MISE_conventional_steam_coal_1,PM2_5,2.6202701420244035e-12
3113,Black,MISE_conventional_steam_coal_1,SOx,5.057137262983314e-11
3114,Black,MISE_conventional_steam_coal_1,VOC,8.368782685803902e-14
3115,Black,MISE_hydroelectric_pumped_storage_1,NH3,0.0
3116,Black,MISE_hydroelectric_pumped_storage_1,NOx,0.0
3117,Black,MISE_hydroelectric_pumped_storage_1,PM2_5,0.0
3118,Black,MISE_hydroelectric_pumped_storage_1,SOx,0.0
3119,Black,MISE_hydroelectric_pumped_storage_1,VOC,0.0
3120,Black,MISE_natural_gas_fired_combined_cycle_1,NH3,6.224051088911826e-12
3121,Black,MISE_natural_gas_fired_combined_cycle_1,NOx,1.4532847164556296e-11
3122,Black,MISE_natural_gas_fired_combined_cycle_1,PM2_5,2.8888266343991262e-11
3123,Black,MISE_natural_gas_fired_combined_cycle_1,SOx,3.17803526054663e-13
3124,Black,MISE_natural_gas_fired_combined_cycle_1,VOC,8.998079949746152e-14
3125,Black,MISE_natural_gas_fired_combined_cycle_2,NH3,1.3989711388392622e-11
3126,Black,MISE_natural_gas_fired_combined_cycle_2,NOx,2.4473548294723302e-11
3127,Black,MISE_natural_gas_fired_combined_cycle_2,PM2_5,3.3488101211888164e-11
3128,Black,MISE_natural_gas_fired_combined_cycle_2,SOx,5.633013989408202e-13
3129,Black,MISE_natural_gas_fired_combined_cycle_2,VOC,7.948116397505046e-13
3130,Black,MISE_natural_gas_fired_combustion_turbine_1,NH3,3.342801752756606e-11
3131,Black,MISE_natural_gas_fired_combustion_turbine_1,NOx,1.5671278547504702e-11
3132,Black,MISE_natural_gas_fired_combustion_turbine_1,PM2_5,3.060340684200017e-11
3133,Black,MISE_natural_gas_fired_combustion_turbine_1,SOx,3.908470489700118e-13
3134,Black,MISE_natural_gas_fired_combustion_turbine_1,VOC,3.207653741625881e-13
3135,Black,MISE_natural_gas_fired_combustion_turbine_2,NH3,6.758007875285165e-12
3136,Black,MISE_natural_gas_fired_combustion_turbine_2,NOx,6.792668675760699e-12
3137,Black,MISE_natural_gas_fired_combustion_turbine_2,PM2_5,1.0310460979858374e-11
3138,Black,MISE_natural_gas_fired_combustion_turbine_2,SOx,2.918559704209714e-13
3139,Black,MISE_natural_gas_fired_combustion_turbine_2,VOC,1.559748401248413e-13
3140,Black,MISE_natural_gas_internal_combustion_engine_1,NH3,0.0
3141,Black,MISE_natural_gas_internal_combustion_engine_1,NOx,1.7324343877613547e-10
3142,Black,MISE_natural_gas_internal_combustion_engine_1,PM2_5,4.170084779313264e-10
3143,Black,MISE_natural_gas_internal_combustion_engine_1,SOx,7.723383622311404e-12
3144,Black,MISE_natural_gas_internal_combustion_engine_1,VOC,7.755585123355705e-12
3145,Black,MISE_natural_gas_steam_turbine_1,NH3,9.671378076016612e-12
3146,Black,MISE_natural_gas_steam_turbine_1,NOx,9.0926468186629e-11
3147,Black,MISE_natural_gas_steam_turbine_1,PM2_5,5.538662144888217e-11
3148,Black,MISE_natural_gas_steam_turbine_1,SOx,2.0238371008044945e-12
3149,Black,MISE_natural_gas_steam_turbine_1,VOC,2.2422115101387876e-12
3150,Black,MISE_naturalgas_ccavgcf_moderate_0,NH3,3.860499327963334e-10
3151,Black,MISE_naturalgas_ccavgcf_moderate_0,NOx,1.4193233162846624e-10
3152,Black,MISE_naturalgas_ccavgcf_moderate_0,PM2_5,1.1373110252507162e-09
3153,Black,MISE_naturalgas_ccavgcf_moderate_0,SOx,1.845822312269958e-11
3154,Black,MISE_naturalgas_ccavgcf_moderate_0,VOC,1.1191551182705742e-11
3155,Black,MISE_naturalgas_ccccsavgcf_conservative_0,NH3,4.3460966864857516e-10
3156,Black,MISE_naturalgas_ccccsavgcf_conservative_0,NOx,1.5978545570633893e-10
3157,Black,MISE_naturalgas_ccccsavgcf_conservative_0,PM2_5,1.2803690161589469e-09
3158,Black,MISE_naturalgas_ccccsavgcf_conservative_0,SOx,2.0780012219246543e-11
3159,Black,MISE_naturalgas_ccccsavgcf_conservative_0,VOC,1.259929349503423e-11
3160,Black,MISE_naturalgas_ctavgcf_moderate_0,NH3,1.5322684606605648e-09
3161,Black,MISE_naturalgas_ctavgcf_moderate_0,NOx,4.6450321947085414e-10
3162,Black,MISE_naturalgas_ctavgcf_moderate_0,PM2_5,8.5893921282135e-10
3163,Black,MISE_naturalgas_ctavgcf_moderate_0,SOx,1.6919913309724397e-11
3164,Black,MISE_naturalgas_ctavgcf_moderate_0,VOC,1.5247062034530127e-11
3165,Black,MISE_nuclear_1,NH3,0.0
3166,Black,MISE_nuclear_1,NOx,0.0
3167,Black,MISE_nuclear_1,PM2_5,0.0
3168,Black,MISE_nuclear_1,SOx,0.0
3169,Black,MISE_nuclear_1,VOC,0.0
3170,Black,MISE_onshore_wind_turbine_1,NH3,0.0
3171,Black,MISE_onshore_wind_turbine_1,NOx,0.0
3172,Black,MISE_onshore_wind_turbine_1,PM2_5,0.0
3173,Black,MISE_onshore_wind_turbine_1,SOx,0.0
3174,Black,MISE_onshore_wind_turbine_1,VOC,0.0
3175,Black,MISE_petroleum_liquids_1,NH3,5.002799224156265e-11
3176,Black,MISE_petroleum_liquids_1,NOx,1.7808893007771516e-11
3177,Black,MISE_petroleum_liquids_1,PM2_5,6.354230780828247e-11
3178,Black,MISE_petroleum_liquids_1,SOx,2.4642141905570427e-12
3179,Black,MISE_petroleum_liquids_1,VOC,1.0964508846682138e-13
3180,Black,MISE_small_hydroelectric_1,NH3,0.0
3181,Black,MISE_small_hydroelectric_1,NOx,0.0
3182,Black,MISE_small_hydroelectric_1,PM2_5,0.0
3183,Black,MISE_small_hydroelectric_1,SOx,0.0
3184,Black,MISE_small_hydroelectric_1,VOC,0.0
3185,Black,MISE_solar_photovoltaic_1,NH3,0.0
3186,Black,MISE_solar_photovoltaic_1,NOx,0.0
3187,Black,MISE_solar_photovoltaic_1,PM2_5,0.0
3188,Black,MISE_solar_photovoltaic_1,SOx,0.0
3189,Black,MISE_solar_photovoltaic_1,VOC,0.0
3190,Black,MISS_batteries_1,NH3,0.0
3191,Black,MISS_batteries_1,NOx,0.0
3192,Black,MISS_batteries_1,PM2_5,0.0
3193,Black,MISS_batteries_1,SOx,0.0
3194,Black,MISS_batteries_1,VOC,0.0
3195,Black,MISS_biomass_1,NH3,3.5642219000321716e-11
3196,Black,MISS_biomass_1,NOx,9.613546299944076e-11
3197,Black,MISS_biomass_1,PM2_5,1.0872979837736703e-10
3198,Black,MISS_biomass_1,SOx,1.6105905331642006e-10
3199,Black,MISS_biomass_1,VOC,3.707657683015275e-12
3200,Black,MISS_biomass_2,NH3,2.0618842340882387e-11
3201,Black,MISS_biomass_2,NOx,7.374582392456336e-11
3202,Black,MISS_biomass_2,PM2_5,5.1253768664766563e-11
3203,Black,MISS_biomass_2,SOx,1.5960487287065375e-10
3204,Black,MISS_biomass_2,VOC,1.9815741916230947e-12
3205,Black,MISS_conventional_hydroelectric_1,NH3,0.0
3206,Black,MISS_conventional_hydroelectric_1,NOx,0.0
3207,Black,MISS_conventional_hydroelectric_1,PM2_5,0.0
3208,Black,MISS_conventional_hydroelectric_1,SOx,0.0
3209,Black,MISS_conventional_hydroelectric_1,VOC,0.0
3210,Black,MISS_conventional_steam_coal_1,NH3,1.6002480787394857e-11
3211,Black,MISS_conventional_steam_coal_1,NOx,1.0355980212144368e-10
3212,Black,MISS_conventional_steam_coal_1,PM2_5,2.426949939744581e-11
3213,Black,MISS_conventional_steam_coal_1,SOx,6.443504963036228e-10
3214,Black,MISS_conventional_steam_coal_1,VOC,8.174411635773099e-13
3215,Black,MISS_conventional_steam_coal_2,NH3,2.4740597881316186e-12
3216,Black,MISS_conventional_steam_coal_2,NOx,1.1374822649303656e-10
3217,Black,MISS_conventional_steam_coal_2,PM2_5,4.035208633564882e-11
3218,Black,MISS_conventional_steam_coal_2,SOx,7.848769165881048e-10
