,Race,Cluster,Pollutant,Exposure
5929,Latino,NWPP_conventional_hydroelectric_1,VOC,0.0
5930,Latino,NWPP_conventional_steam_coal_1,NH3,5.904137913306406e-16
5931,Latino,NWPP_conventional_steam_coal_1,NOx,1.3029393623006314e-11
5932,Latino,NWPP_conventional_steam_coal_1,PM2_5,3.7711468872308225e-12
5933,Latino,NWPP_conventional_steam_coal_1,SOx,1.086504923126371e-11
5934,Latino,NWPP_conventional_steam_coal_1,VOC,6.334336983153655e-14
5935,Latino,NWPP_conventional_steam_coal_2,NH3,1.4679809597594992e-13
5936,Latino,NWPP_conventional_steam_coal_2,NOx,9.07386293236947e-12
5937,Latino,NWPP_conventional_steam_coal_2,PM2_5,2.6234934500619026e-12
5938,Latino,NWPP_conventional_steam_coal_2,SOx,2.3280734451236168e-11
5939,Latino,NWPP_conventional_steam_coal_2,VOC,2.1958970692622164e-14
5940,Latino,NWPP_geothermal_1,NH3,0.0
5941,Latino,NWPP_geothermal_1,NOx,0.0
5942,Latino,NWPP_geothermal_1,PM2_5,0.0
5943,Latino,NWPP_geothermal_1,SOx,0.0
5944,Latino,NWPP_geothermal_1,VOC,0.0
5945,Latino,NWPP_hydroelectric_pumped_storage_1,NH3,0.0
5946,Latino,NWPP_hydroelectric_pumped_storage_1,NOx,0.0
5947,Latino,NWPP_hydroelectric_pumped_storage_1,PM2_5,0.0
5948,Latino,NWPP_hydroelectric_pumped_storage_1,SOx,0.0
5949,Latino,NWPP_hydroelectric_pumped_storage_1,VOC,0.0
5950,Latino,NWPP_natural_gas_fired_combined_cycle_1,NH3,1.0353149425730769e-12
5951,Latino,NWPP_natural_gas_fired_combined_cycle_1,NOx,1.4636564090406804e-12
5952,Latino,NWPP_natural_gas_fired_combined_cycle_1,PM2_5,6.550539974318818e-12
5953,Latino,NWPP_natural_gas_fired_combined_cycle_1,SOx,3.075111667179133e-13
5954,Latino,NWPP_natural_gas_fired_combined_cycle_1,VOC,7.586078681334585e-14
5955,Latino,NWPP_natural_gas_fired_combined_cycle_2,NH3,2.5948481913161543e-12
5956,Latino,NWPP_natural_gas_fired_combined_cycle_2,NOx,1.925856661040574e-12
5957,Latino,NWPP_natural_gas_fired_combined_cycle_2,PM2_5,1.144028884746937e-11
5958,Latino,NWPP_natural_gas_fired_combined_cycle_2,SOx,2.7694632707088877e-13
5959,Latino,NWPP_natural_gas_fired_combined_cycle_2,VOC,1.4985188662001462e-13
5960,Latino,NWPP_natural_gas_fired_combustion_turbine_1,NH3,1.1120079642236399e-12
5961,Latino,NWPP_natural_gas_fired_combustion_turbine_1,NOx,2.2242928762098656e-12
5962,Latino,NWPP_natural_gas_fired_combustion_turbine_1,PM2_5,6.8720561809845176e-12
5963,Latino,NWPP_natural_gas_fired_combustion_turbine_1,SOx,5.113519563745892e-14
5964,Latino,NWPP_natural_gas_fired_combustion_turbine_1,VOC,5.4574207133461856e-14
5965,Latino,NWPP_natural_gas_fired_combustion_turbine_2,NH3,6.534687561600774e-12
5966,Latino,NWPP_natural_gas_fired_combustion_turbine_2,NOx,5.139816814284907e-12
5967,Latino,NWPP_natural_gas_fired_combustion_turbine_2,PM2_5,1.915575767304871e-11
5968,Latino,NWPP_natural_gas_fired_combustion_turbine_2,SOx,1.7663013317185957e-13
5969,Latino,NWPP_natural_gas_fired_combustion_turbine_2,VOC,1.3343794808376443e-13
5970,Latino,NWPP_natural_gas_internal_combustion_engine_1,NH3,0.0
5971,Latino,NWPP_natural_gas_internal_combustion_engine_1,NOx,3.315694327829641e-11
5972,Latino,NWPP_natural_gas_internal_combustion_engine_1,PM2_5,5.6060310106079687e-11
5973,Latino,NWPP_natural_gas_internal_combustion_engine_1,SOx,3.022409380273708e-12
5974,Latino,NWPP_natural_gas_internal_combustion_engine_1,VOC,8.117930343357884e-13
5975,Latino,NWPP_natural_gas_steam_turbine_1,NH3,0.0
5976,Latino,NWPP_natural_gas_steam_turbine_1,NOx,0.0
5977,Latino,NWPP_natural_gas_steam_turbine_1,PM2_5,0.0
5978,Latino,NWPP_natural_gas_steam_turbine_1,SOx,0.0
5979,Latino,NWPP_natural_gas_steam_turbine_1,VOC,0.0
5980,Latino,NWPP_naturalgas_ccavgcf_moderate_0,NH3,4.914329600202755e-10
5981,Latino,NWPP_naturalgas_ccavgcf_moderate_0,NOx,1.4595656828725407e-10
5982,Latino,NWPP_naturalgas_ccavgcf_moderate_0,PM2_5,1.6424528365456252e-09
5983,Latino,NWPP_naturalgas_ccavgcf_moderate_0,SOx,1.775491578810162e-11
5984,Latino,NWPP_naturalgas_ccavgcf_moderate_0,VOC,1.4631083976935966e-11
5985,Latino,NWPP_naturalgas_ccccsavgcf_conservative_0,NH3,5.532484187043358e-10
5986,Latino,NWPP_naturalgas_ccccsavgcf_conservative_0,NOx,1.643158859897521e-10
5987,Latino,NWPP_naturalgas_ccccsavgcf_conservative_0,PM2_5,1.8490506725547004e-09
5988,Latino,NWPP_naturalgas_ccccsavgcf_conservative_0,SOx,1.998823856159797e-11
5989,Latino,NWPP_naturalgas_ccccsavgcf_conservative_0,VOC,1.6471471907863798e-11
5990,Latino,NWPP_naturalgas_ctavgcf_moderate_0,NH3,1.95054360528895e-09
5991,Latino,NWPP_naturalgas_ctavgcf_moderate_0,NOx,4.776733758214167e-10
5992,Latino,NWPP_naturalgas_ctavgcf_moderate_0,PM2_5,1.2404409329916289e-09
5993,Latino,NWPP_naturalgas_ctavgcf_moderate_0,SOx,1.627521968299504e-11
5994,Latino,NWPP_naturalgas_ctavgcf_moderate_0,VOC,1.9932987040524145e-11
5995,Latino,NWPP_nuclear_1,NH3,0.0
5996,Latino,NWPP_nuclear_1,NOx,0.0
5997,Latino,NWPP_nuclear_1,PM2_5,0.0
5998,Latino,NWPP_nuclear_1,SOx,0.0
5999,Latino,NWPP_nuclear_1,VOC,0.0
6000,Latino,NWPP_onshore_wind_turbine_1,NH3,0.0
6001,Latino,NWPP_onshore_wind_turbine_1,NOx,0.0
6002,Latino,NWPP_onshore_wind_turbine_1,PM2_5,0.0
6003,Latino,NWPP_onshore_wind_turbine_1,SOx,0.0
6004,Latino,NWPP_onshore_wind_turbine_1,VOC,0.0
6005,Latino,NWPP_petroleum_liquids_1,NH3,2.7333938974935578e-11
6006,Latino,NWPP_petroleum_liquids_1,NOx,7.121011729121364e-12
6007,Latino,NWPP_petroleum_liquids_1,PM2_5,6.143744160855828e-11
6008,Latino,NWPP_petroleum_liquids_1,SOx,5.920624868165931e-13
6009,Latino,NWPP_petroleum_liquids_1,VOC,5.657113296467362e-14
6010,Latino,NWPP_small_hydroelectric_1,NH3,0.0
6011,Latino,NWPP_small_hydroelectric_1,NOx,0.0
6012,Latino,NWPP_small_hydroelectric_1,PM2_5,0.0
6013,Latino,NWPP_small_hydroelectric_1,SOx,0.0
6014,Latino,NWPP_small_hydroelectric_1,VOC,0.0
6015,Latino,NWPP_solar_photovoltaic_1,NH3,0.0
6016,Latino,NWPP_solar_photovoltaic_1,NOx,0.0
6017,Latino,NWPP_solar_photovoltaic_1,PM2_5,0.0
6018,Latino,NWPP_solar_photovoltaic_1,SOx,0.0
6019,Latino,NWPP_solar_photovoltaic_1,VOC,0.0
6020,Latino,NYCW_biomass_1,NH3,6.612381621868193e-11
6021,Latino,NYCW_biomass_1,NOx,3.324418442629817e-11
6022,Latino,NYCW_biomass_1,PM2_5,1.5117897429570896e-10
6023,Latino,NYCW_biomass_1,SOx,1.012393489253756e-10
6024,Latino,NYCW_biomass_1,VOC,2.3129085544869896e-12
6025,Latino,NYCW_biomass_2,NH3,7.044062129396984e-11
6026,Latino,NYCW_biomass_2,NOx,3.6827426963827035e-11
6027,Latino,NYCW_biomass_2,PM2_5,1.576434047488608e-10
6028,Latino,NYCW_biomass_2,SOx,1.3221186055760407e-10
6029,Latino,NYCW_biomass_2,VOC,2.2427544092578608e-12
6030,Latino,NYCW_natural_gas_fired_combined_cycle_1,NH3,1.8347270957555139e-10
6031,Latino,NYCW_natural_gas_fired_combined_cycle_1,NOx,3.5526922768985806e-11
6032,Latino,NYCW_natural_gas_fired_combined_cycle_1,PM2_5,7.099860744924843e-10
6033,Latino,NYCW_natural_gas_fired_combined_cycle_1,SOx,2.692576785618172e-12
6034,Latino,NYCW_natural_gas_fired_combined_cycle_1,VOC,2.58786073218789e-12
6035,Latino,NYCW_natural_gas_fired_combined_cycle_2,NH3,7.921283732686771e-11
6036,Latino,NYCW_natural_gas_fired_combined_cycle_2,NOx,4.743982406315545e-11
6037,Latino,NYCW_natural_gas_fired_combined_cycle_2,PM2_5,2.2388181943369852e-09
6038,Latino,NYCW_natural_gas_fired_combined_cycle_2,SOx,5.459306106001162e-12
6039,Latino,NYCW_natural_gas_fired_combined_cycle_2,VOC,3.146854946003238e-12
6040,Latino,NYCW_natural_gas_fired_combustion_turbine_2,NH3,5.852490139922785e-10
6041,Latino,NYCW_natural_gas_fired_combustion_turbine_2,NOx,3.197389042176087e-11
6042,Latino,NYCW_natural_gas_fired_combustion_turbine_2,PM2_5,1.1911445733165161e-09
6043,Latino,NYCW_natural_gas_fired_combustion_turbine_2,SOx,2.711550561240621e-12
6044,Latino,NYCW_natural_gas_fired_combustion_turbine_2,VOC,6.3141628284788464e-12
6045,Latino,NYCW_natural_gas_fired_combustion_turbine_3,NH3,1.9530682140359477e-10
6046,Latino,NYCW_natural_gas_fired_combustion_turbine_3,NOx,2.053201332785681e-11
6047,Latino,NYCW_natural_gas_fired_combustion_turbine_3,PM2_5,2.796775712961361e-09
6048,Latino,NYCW_natural_gas_fired_combustion_turbine_3,SOx,3.782552048216484e-12
6049,Latino,NYCW_natural_gas_fired_combustion_turbine_3,VOC,4.277693430163606e-12
6050,Latino,NYCW_natural_gas_internal_combustion_engine_1,NH3,0.0
6051,Latino,NYCW_natural_gas_internal_combustion_engine_1,NOx,1.1622331085839518e-09
6052,Latino,NYCW_natural_gas_internal_combustion_engine_1,PM2_5,1.5193993043447173e-08
6053,Latino,NYCW_natural_gas_internal_combustion_engine_1,SOx,3.8669852734765396e-11
6054,Latino,NYCW_natural_gas_internal_combustion_engine_1,VOC,7.820081574709592e-11
6055,Latino,NYCW_natural_gas_steam_turbine_1,NH3,1.94571118572614e-10
6056,Latino,NYCW_natural_gas_steam_turbine_1,NOx,2.7327534251503835e-11
6057,Latino,NYCW_natural_gas_steam_turbine_1,PM2_5,1.016922894689366e-09
6058,Latino,NYCW_natural_gas_steam_turbine_1,SOx,1.566920471236384e-11
6059,Latino,NYCW_natural_gas_steam_turbine_1,VOC,8.859226369776252e-12
6060,Latino,NYCW_naturalgas_ccavgcf_moderate_0,NH3,4.914329600202755e-10
6061,Latino,NYCW_naturalgas_ccavgcf_moderate_0,NOx,1.4595656828725407e-10
6062,Latino,NYCW_naturalgas_ccavgcf_moderate_0,PM2_5,1.6424528365456252e-09
6063,Latino,NYCW_naturalgas_ccavgcf_moderate_0,SOx,1.775491578810162e-11
6064,Latino,NYCW_naturalgas_ccavgcf_moderate_0,VOC,1.4631083976935966e-11
6065,Latino,NYCW_naturalgas_ctavgcf_moderate_0,NH3,1.95054360528895e-09
6066,Latino,NYCW_naturalgas_ctavgcf_moderate_0,NOx,4.776733758214167e-10
6067,Latino,NYCW_naturalgas_ctavgcf_moderate_0,PM2_5,1.2404409329916289e-09
6068,Latino,NYCW_naturalgas_ctavgcf_moderate_0,SOx,1.627521968299504e-11
6069,Latino,NYCW_naturalgas_ctavgcf_moderate_0,VOC,1.9932987040524145e-11
6070,Latino,NYCW_petroleum_liquids_1,NH3,4.600008816238444e-10
6071,Latino,NYCW_petroleum_liquids_1,NOx,6.240508843089131e-11
6072,Latino,NYCW_petroleum_liquids_1,PM2_5,6.801874582494117e-10
6073,Latino,NYCW_petroleum_liquids_1,SOx,9.115541874991907e-12
6074,Latino,NYCW_petroleum_liquids_1,VOC,4.964580386555687e-13
6075,Latino,NYCW_solar_photovoltaic_1,NH3,0.0
6076,Latino,NYCW_solar_photovoltaic_1,NOx,0.0
6077,Latino,NYCW_solar_photovoltaic_1,PM2_5,0.0
6078,Latino,NYCW_solar_photovoltaic_1,SOx,0.0
6079,Latino,NYCW_solar_photovoltaic_1,VOC,0.0
6080,Latino,NYUP_batteries_1,NH3,0.0
6081,Latino,NYUP_batteries_1,NOx,0.0
6082,Latino,NYUP_batteries_1,PM2_5,0.0
6083,Latino,NYUP_batteries_1,SOx,0.0
6084,Latino,NYUP_batteries_1,VOC,0.0
6085,Latino,NYUP_biomass_1,NH3,5.996191494959143e-12
6086,Latino,NYUP_biomass_1,NOx,1.190199786096079e-11
6087,Latino,NYUP_biomass_1,PM2_5,1.31013311180452e-11
6088,Latino,NYUP_biomass_1,SOx,4.487364855630164e-11
6089,Latino,NYUP_biomass_1,VOC,3.6798943610339486e-13
6090,Latino,NYUP_biomass_2,NH3,6.591694480036197e-12
6091,Latino,NYUP_biomass_2,NOx,1.1331730667848147e-11
6092,Latino,NYUP_biomass_2,PM2_5,8.79991017249989e-12
6093,Latino,NYUP_biomass_2,SOx,1.3446766370267481e-11
6094,Latino,NYUP_biomass_2,VOC,5.821413812957109e-13
6095,Latino,NYUP_conventional_hydroelectric_1,NH3,0.0
6096,Latino,NYUP_conventional_hydroelectric_1,NOx,0.0
6097,Latino,NYUP_conventional_hydroelectric_1,PM2_5,0.0
6098,Latino,NYUP_conventional_hydroelectric_1,SOx,0.0
6099,Latino,NYUP_conventional_hydroelectric_1,VOC,0.0
6100,Latino,NYUP_hydroelectric_pumped_storage_1,NH3,0.0
6101,Latino,NYUP_hydroelectric_pumped_storage_1,NOx,0.0
6102,Latino,NYUP_hydroelectric_pumped_storage_1,PM2_5,0.0
6103,Latino,NYUP_hydroelectric_pumped_storage_1,SOx,0.0
6104,Latino,NYUP_hydroelectric_pumped_storage_1,VOC,0.0
6105,Latino,NYUP_natural_gas_fired_combined_cycle_1,NH3,2.651397394531604e-12
6106,Latino,NYUP_natural_gas_fired_combined_cycle_1,NOx,4.2875117706762764e-11
6107,Latino,NYUP_natural_gas_fired_combined_cycle_1,PM2_5,4.7867549013903903e-11
6108,Latino,NYUP_natural_gas_fired_combined_cycle_1,SOx,8.256200990040642e-13
6109,Latino,NYUP_natural_gas_fired_combined_cycle_1,VOC,1.6330519847805306e-12
6110,Latino,NYUP_natural_gas_fired_combined_cycle_2,NH3,7.224172168401694e-12
6111,Latino,NYUP_natural_gas_fired_combined_cycle_2,NOx,2.2098881352296107e-12
6112,Latino,NYUP_natural_gas_fired_combined_cycle_2,PM2_5,1.7582291816329415e-11
6113,Latino,NYUP_natural_gas_fired_combined_cycle_2,SOx,9.42495150247187e-13
6114,Latino,NYUP_natural_gas_fired_combined_cycle_2,VOC,1.9133547011969798e-13
6115,Latino,NYUP_natural_gas_fired_combustion_turbine_2,NH3,9.854178281444851e-12
6116,Latino,NYUP_natural_gas_fired_combustion_turbine_2,NOx,2.923049122094639e-11
6117,Latino,NYUP_natural_gas_fired_combustion_turbine_2,PM2_5,5.15972217283834e-12
6118,Latino,NYUP_natural_gas_fired_combustion_turbine_2,SOx,3.0490919246248545e-13
6119,Latino,NYUP_natural_gas_fired_combustion_turbine_2,VOC,2.838039883019301e-13
6120,Latino,NYUP_natural_gas_internal_combustion_engine_1,NH3,0.0
6121,Latino,NYUP_natural_gas_internal_combustion_engine_1,NOx,7.434278980695683e-11
6122,Latino,NYUP_natural_gas_internal_combustion_engine_1,PM2_5,3.077301515165831e-10
6123,Latino,NYUP_natural_gas_internal_combustion_engine_1,SOx,6.9861999672793816e-12
6124,Latino,NYUP_natural_gas_internal_combustion_engine_1,VOC,4.276280792005623e-12
6125,Latino,NYUP_natural_gas_steam_turbine_1,NH3,5.846554096893477e-12
6126,Latino,NYUP_natural_gas_steam_turbine_1,NOx,3.6672551921701165e-11
6127,Latino,NYUP_natural_gas_steam_turbine_1,PM2_5,2.5473883266977043e-11
6128,Latino,NYUP_natural_gas_steam_turbine_1,SOx,7.366465086014656e-13
6129,Latino,NYUP_natural_gas_steam_turbine_1,VOC,6.143757967143608e-13
6130,Latino,NYUP_naturalgas_ccavgcf_moderate_0,NH3,4.914329600202755e-10
6131,Latino,NYUP_naturalgas_ccavgcf_moderate_0,NOx,1.4595656828725407e-10
6132,Latino,NYUP_naturalgas_ccavgcf_moderate_0,PM2_5,1.6424528365456252e-09
6133,Latino,NYUP_naturalgas_ccavgcf_moderate_0,SOx,1.775491578810162e-11
6134,Latino,NYUP_naturalgas_ccavgcf_moderate_0,VOC,1.4631083976935966e-11
6135,Latino,NYUP_naturalgas_ctavgcf_moderate_0,NH3,1.95054360528895e-09
6136,Latino,NYUP_naturalgas_ctavgcf_moderate_0,NOx,4.776733758214167e-10
6137,Latino,NYUP_naturalgas_ctavgcf_moderate_0,PM2_5,1.2404409329916289e-09
6138,Latino,NYUP_naturalgas_ctavgcf_moderate_0,SOx,1.627521968299504e-11
6139,Latino,NYUP_naturalgas_ctavgcf_moderate_0,VOC,1.9932987040524145e-11
6140,Latino,NYUP_nuclear_1,NH3,0.0
6141,Latino,NYUP_nuclear_1,NOx,0.0
6142,Latino,NYUP_nuclear_1,PM2_5,0.0
6143,Latino,NYUP_nuclear_1,SOx,0.0
6144,Latino,NYUP_nuclear_1,VOC,0.0
6145,Latino,NYUP_onshore_wind_turbine_1,NH3,0.0
6146,Latino,NYUP_onshore_wind_turbine_1,NOx,0.0
6147,Latino,NYUP_onshore_wind_turbine_1,PM2_5,0.0
6148,Latino,NYUP_onshore_wind_turbine_1,SOx,0.0
6149,Latino,NYUP_onshore_wind_turbine_1,VOC,0.0
6150,Latino,NYUP_petroleum_liquids_1,NH3,8.764230232545103e-12
6151,Latino,NYUP_petroleum_liquids_1,NOx,2.5495144228546253e-12
6152,Latino,NYUP_petroleum_liquids_1,PM2_5,1.0259283649283586e-11
6153,Latino,NYUP_petroleum_liquids_1,SOx,1.2648340015397008e-12
6154,Latino,NYUP_petroleum_liquids_1,VOC,1.654301109674276e-14
6155,Latino,NYUP_small_hydroelectric_1,NH3,0.0
6156,Latino,NYUP_small_hydroelectric_1,NOx,0.0
6157,Latino,NYUP_small_hydroelectric_1,PM2_5,0.0
6158,Latino,NYUP_small_hydroelectric_1,SOx,0.0
6159,Latino,NYUP_small_hydroelectric_1,VOC,0.0
6160,Latino,NYUP_solar_photovoltaic_1,NH3,0.0
6161,Latino,NYUP_solar_photovoltaic_1,NOx,0.0
6162,Latino,NYUP_solar_photovoltaic_1,PM2_5,0.0
6163,Latino,NYUP_solar_photovoltaic_1,SOx,0.0
6164,Latino,NYUP_solar_photovoltaic_1,VOC,0.0
6165,Latino,PJMC_batteries_1,NH3,0.0
6166,Latino,PJMC_batteries_1,NOx,0.0
6167,Latino,PJMC_batteries_1,PM2_5,0.0
6168,Latino,PJMC_batteries_1,SOx,0.0
6169,Latino,PJMC_batteries_1,VOC,0.0
6170,Latino,PJMC_biomass_1,NH3,1.18527221937801e-10
6171,Latino,PJMC_biomass_1,NOx,1.2409854810863573e-10
6172,Latino,PJMC_biomass_1,PM2_5,3.651439023335549e-10
6173,Latino,PJMC_biomass_1,SOx,1.723173228751328e-10
6174,Latino,PJMC_biomass_1,VOC,4.674967265072303e-12
6175,Latino,PJMC_biomass_2,NH3,3.749058242988253e-11
6176,Latino,PJMC_biomass_2,NOx,5.893693065352047e-11
6177,Latino,PJMC_biomass_2,PM2_5,1.0595085772428385e-10
6178,Latino,PJMC_biomass_2,SOx,1.1067687412683627e-10
6179,Latino,PJMC_biomass_2,VOC,1.6458317689504106e-12
6180,Latino,PJMC_conventional_hydroelectric_1,NH3,0.0
6181,Latino,PJMC_conventional_hydroelectric_1,NOx,0.0
6182,Latino,PJMC_conventional_hydroelectric_1,PM2_5,0.0
6183,Latino,PJMC_conventional_hydroelectric_1,SOx,0.0
6184,Latino,PJMC_conventional_hydroelectric_1,VOC,0.0
6185,Latino,PJMC_conventional_steam_coal_1,NH3,1.0168221296788295e-12
6186,Latino,PJMC_conventional_steam_coal_1,NOx,1.8476755439790488e-11
6187,Latino,PJMC_conventional_steam_coal_1,PM2_5,1.772230045026223e-11
6188,Latino,PJMC_conventional_steam_coal_1,SOx,5.275820044980339e-11
6189,Latino,PJMC_conventional_steam_coal_1,VOC,1.963465847203436e-13
6190,Latino,PJMC_conventional_steam_coal_2,NH3,3.51729202883373e-11
6191,Latino,PJMC_conventional_steam_coal_2,NOx,3.280236060719521e-10
6192,Latino,PJMC_conventional_steam_coal_2,PM2_5,1.2130362109960117e-09
6193,Latino,PJMC_conventional_steam_coal_2,SOx,6.280419086832784e-10
6194,Latino,PJMC_conventional_steam_coal_2,VOC,5.205352495232071e-12
6195,Latino,PJMC_natural_gas_fired_combined_cycle_1,NH3,1.5680547491458572e-11
6196,Latino,PJMC_natural_gas_fired_combined_cycle_1,NOx,1.0836499894474838e-11
6197,Latino,PJMC_natural_gas_fired_combined_cycle_1,PM2_5,3.889810256044626e-11
6198,Latino,PJMC_natural_gas_fired_combined_cycle_1,SOx,1.006821753310681e-12
6199,Latino,PJMC_natural_gas_fired_combined_cycle_1,VOC,4.6400229962553e-13
6200,Latino,PJMC_natural_gas_fired_combined_cycle_2,NH3,9.719815017705206e-12
6201,Latino,PJMC_natural_gas_fired_combined_cycle_2,NOx,5.756387650395466e-11
6202,Latino,PJMC_natural_gas_fired_combined_cycle_2,PM2_5,1.3560813742641344e-11
6203,Latino,PJMC_natural_gas_fired_combined_cycle_2,SOx,2.041142068615405e-12
6204,Latino,PJMC_natural_gas_fired_combined_cycle_2,VOC,1.4067756949689032e-13
6205,Latino,PJMC_natural_gas_fired_combustion_turbine_1,NH3,1.3385418543947417e-10
6206,Latino,PJMC_natural_gas_fired_combustion_turbine_1,NOx,6.10664778997087e-11
6207,Latino,PJMC_natural_gas_fired_combustion_turbine_1,PM2_5,2.6684090011368084e-10
6208,Latino,PJMC_natural_gas_fired_combustion_turbine_1,SOx,1.5693515036353021e-12
6209,Latino,PJMC_natural_gas_fired_combustion_turbine_1,VOC,1.8618275811135717e-12
6210,Latino,PJMC_natural_gas_fired_combustion_turbine_2,NH3,3.7044237116672176e-11
6211,Latino,PJMC_natural_gas_fired_combustion_turbine_2,NOx,4.648822984277851e-11
6212,Latino,PJMC_natural_gas_fired_combustion_turbine_2,PM2_5,7.017624914080109e-11
6213,Latino,PJMC_natural_gas_fired_combustion_turbine_2,SOx,8.777483576820481e-13
6214,Latino,PJMC_natural_gas_fired_combustion_turbine_2,VOC,8.278518944205813e-13
6215,Latino,PJMC_natural_gas_internal_combustion_engine_1,NH3,0.0
6216,Latino,PJMC_natural_gas_internal_combustion_engine_1,NOx,6.468313863850631e-10
6217,Latino,PJMC_natural_gas_internal_combustion_engine_1,PM2_5,4.105180197895729e-09
6218,Latino,PJMC_natural_gas_internal_combustion_engine_1,SOx,2.4222949782265023e-11
6219,Latino,PJMC_natural_gas_internal_combustion_engine_1,VOC,3.4732404485577674e-11
6220,Latino,PJMC_natural_gas_steam_turbine_1,NH3,5.432470504127895e-12
6221,Latino,PJMC_natural_gas_steam_turbine_1,NOx,5.682800034039003e-11
6222,Latino,PJMC_natural_gas_steam_turbine_1,PM2_5,1.950964736583432e-11
6223,Latino,PJMC_natural_gas_steam_turbine_1,SOx,3.5675849531812062e-12
6224,Latino,PJMC_natural_gas_steam_turbine_1,VOC,5.239227058998277e-13
6225,Latino,PJMC_naturalgas_ccavgcf_moderate_0,NH3,4.914329600202755e-10
6226,Latino,PJMC_naturalgas_ccavgcf_moderate_0,NOx,1.4595656828725407e-10
6227,Latino,PJMC_naturalgas_ccavgcf_moderate_0,PM2_5,1.6424528365456252e-09
6228,Latino,PJMC_naturalgas_ccavgcf_moderate_0,SOx,1.775491578810162e-11
6229,Latino,PJMC_naturalgas_ccavgcf_moderate_0,VOC,1.4631083976935966e-11
6230,Latino,PJMC_naturalgas_ccccsavgcf_conservative_0,NH3,5.532484187043358e-10
6231,Latino,PJMC_naturalgas_ccccsavgcf_conservative_0,NOx,1.643158859897521e-10
6232,Latino,PJMC_naturalgas_ccccsavgcf_conservative_0,PM2_5,1.8490506725547004e-09
6233,Latino,PJMC_naturalgas_ccccsavgcf_conservative_0,SOx,1.998823856159797e-11
6234,Latino,PJMC_naturalgas_ccccsavgcf_conservative_0,VOC,1.6471471907863798e-11
6235,Latino,PJMC_naturalgas_ctavgcf_moderate_0,NH3,1.95054360528895e-09
6236,Latino,PJMC_naturalgas_ctavgcf_moderate_0,NOx,4.776733758214167e-10
6237,Latino,PJMC_naturalgas_ctavgcf_moderate_0,PM2_5,1.2404409329916289e-09
6238,Latino,PJMC_naturalgas_ctavgcf_moderate_0,SOx,1.627521968299504e-11
6239,Latino,PJMC_naturalgas_ctavgcf_moderate_0,VOC,1.9932987040524145e-11
6240,Latino,PJMC_nuclear_1,NH3,0.0
6241,Latino,PJMC_nuclear_1,NOx,0.0
6242,Latino,PJMC_nuclear_1,PM2_5,0.0
6243,Latino,PJMC_nuclear_1,SOx,0.0
6244,Latino,PJMC_nuclear_1,VOC,0.0
6245,Latino,PJMC_onshore_wind_turbine_1,NH3,0.0
6246,Latino,PJMC_onshore_wind_turbine_1,NOx,0.0
6247,Latino,PJMC_onshore_wind_turbine_1,PM2_5,0.0
6248,Latino,PJMC_onshore_wind_turbine_1,SOx,0.0
6249,Latino,PJMC_onshore_wind_turbine_1,VOC,0.0
6250,Latino,PJMC_petroleum_liquids_1,NH3,6.0493892099867e-11
6251,Latino,PJMC_petroleum_liquids_1,NOx,2.3905789721240467e-11
6252,Latino,PJMC_petroleum_liquids_1,PM2_5,9.455123938938762e-11
6253,Latino,PJMC_petroleum_liquids_1,SOx,5.7139402413097684e-12
6254,Latino,PJMC_petroleum_liquids_1,VOC,1.2396688705797947e-13
6255,Latino,PJMC_small_hydroelectric_1,NH3,0.0
6256,Latino,PJMC_small_hydroelectric_1,NOx,0.0
6257,Latino,PJMC_small_hydroelectric_1,PM2_5,0.0
6258,Latino,PJMC_small_hydroelectric_1,SOx,0.0
6259,Latino,PJMC_small_hydroelectric_1,VOC,0.0
6260,Latino,PJMC_solar_photovoltaic_1,NH3,0.0
6261,Latino,PJMC_solar_photovoltaic_1,NOx,0.0
6262,Latino,PJMC_solar_photovoltaic_1,PM2_5,0.0
6263,Latino,PJMC_solar_photovoltaic_1,SOx,0.0
6264,Latino,PJMC_solar_photovoltaic_1,VOC,0.0
6265,Latino,PJMD_biomass_1,NH3,2.260783762188462e-11
6266,Latino,PJMD_biomass_1,NOx,1.9978217321140956e-11
6267,Latino,PJMD_biomass_1,PM2_5,6.078707082063444e-11
6268,Latino,PJMD_biomass_1,SOx,4.104498377545631e-11
6269,Latino,PJMD_biomass_1,VOC,1.3047264840017514e-12
6270,Latino,PJMD_biomass_2,NH3,8.727550674255155e-12
6271,Latino,PJMD_biomass_2,NOx,1.040399532980618e-11
6272,Latino,PJMD_biomass_2,PM2_5,2.7026467980104567e-11
6273,Latino,PJMD_biomass_2,SOx,2.5972123779994462e-11
6274,Latino,PJMD_biomass_2,VOC,7.236370301753284e-13
6275,Latino,PJMD_conventional_hydroelectric_1,NH3,0.0
6276,Latino,PJMD_conventional_hydroelectric_1,NOx,0.0
6277,Latino,PJMD_conventional_hydroelectric_1,PM2_5,0.0
6278,Latino,PJMD_conventional_hydroelectric_1,SOx,0.0
6279,Latino,PJMD_conventional_hydroelectric_1,VOC,0.0
6280,Latino,PJMD_conventional_steam_coal_1,NH3,3.5389248379903717e-13
6281,Latino,PJMD_conventional_steam_coal_1,NOx,9.59224632726809e-12
6282,Latino,PJMD_conventional_steam_coal_1,PM2_5,7.08499010578741e-12
6283,Latino,PJMD_conventional_steam_coal_1,SOx,6.573784289913805e-11
